fighter,fighter_url,record,nickname,height,weight,reach,stance,dob,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,raw_stats_json
Alexander Volkanovski,http://ufcstats.com/fighter-details/e1248941344b3288,28-4-0,The Great,"5' 6""",145 lbs.,"71""",Orthodox,"Sep 29, 1988",5.99,57%,3.31,,1.63,34%,68%,0.2,"{""Height"": ""5' 6\"""", ""Weight"": ""145 lbs."", ""Reach"": ""71\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Sep 29, 1988"", ""SLpM"": ""5.99"", ""Str. Acc."": ""57%"", ""SApM"": ""3.31"", ""Str. Def"": ""58%"", ""TD Avg."": ""1.63"", ""TD Acc."": ""34%"", ""TD Def."": ""68%"", ""Sub. Avg."": ""0.2""}"
Benoit Saint Denis,http://ufcstats.com/fighter-details/c2299ec916bc7c56,17-3-0 (1 NC),God of War,"5' 11""",155 lbs.,"73""",Southpaw,"Dec 18, 1995",5.62,58%,4.09,,4.19,35%,72%,1.8,"{""Height"": ""5' 11\"""", ""Weight"": ""155 lbs."", ""Reach"": ""73\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""Dec 18, 1995"", ""SLpM"": ""5.62"", ""Str. Acc."": ""58%"", ""SApM"": ""4.09"", ""Str. Def"": ""42%"", ""TD Avg."": ""4.19"", ""TD Acc."": ""35%"", ""TD Def."": ""72%"", ""Sub. Avg."": ""1.8""}"
Tallison Teixeira,http://ufcstats.com/fighter-details/17923f676f100e16,9-2-0,Xicao,"6' 7""",258 lbs.,"83""",Orthodox,"Dec 07, 1999",4.85,62%,4.10,,2.40,30%,0%,0.0,"{""Height"": ""6' 7\"""", ""Weight"": ""258 lbs."", ""Reach"": ""83\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Dec 07, 1999"", ""SLpM"": ""4.85"", ""Str. Acc."": ""62%"", ""SApM"": ""4.10"", ""Str. Def"": ""41%"", ""TD Avg."": ""2.40"", ""TD Acc."": ""30%"", ""TD Def."": ""0%"", ""Sub. Avg."": ""0.0""}"
Billy Elekana,http://ufcstats.com/fighter-details/07a74004d964c7f4,10-2-0,Son of Susie,"6' 3""",205 lbs.,"77""",Southpaw,"May 28, 1995",2.71,56%,3.59,,0.85,22%,0%,0.8,"{""Height"": ""6' 3\"""", ""Weight"": ""205 lbs."", ""Reach"": ""77\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""May 28, 1995"", ""SLpM"": ""2.71"", ""Str. Acc."": ""56%"", ""SApM"": ""3.59"", ""Str. Def"": ""46%"", ""TD Avg."": ""0.85"", ""TD Acc."": ""22%"", ""TD Def."": ""0%"", ""Sub. Avg."": ""0.8""}"
Dom Mar Fan,http://ufcstats.com/fighter-details/530af2900b5a1693,9-3-0,Street Buddha,"5' 11""",155 lbs.,"75""",Orthodox,"Mar 19, 2000",3.43,56%,2.31,,1.84,50%,62%,0.3,"{""Height"": ""5' 11\"""", ""Weight"": ""155 lbs."", ""Reach"": ""75\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Mar 19, 2000"", ""SLpM"": ""3.43"", ""Str. Acc."": ""56%"", ""SApM"": ""2.31"", ""Str. Def"": ""44%"", ""TD Avg."": ""1.84"", ""TD Acc."": ""50%"", ""TD Def."": ""62%"", ""Sub. Avg."": ""0.3""}"
Keiichiro Nakamura,http://ufcstats.com/fighter-details/3618e0632ecdba9c,8-1-0,,"5' 10""",145 lbs.,"70""",Southpaw,"Dec 02, 1998",4.48,41%,4.28,,0.00,0%,78%,0.0,"{""Height"": ""5' 10\"""", ""Weight"": ""145 lbs."", ""Reach"": ""70\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""Dec 02, 1998"", ""SLpM"": ""4.48"", ""Str. Acc."": ""41%"", ""SApM"": ""4.28"", ""Str. Def"": ""63%"", ""TD Avg."": ""0.00"", ""TD Acc."": ""0%"", ""TD Def."": ""78%"", ""Sub. Avg."": ""0.0""}"
Lawrence Lui,http://ufcstats.com/fighter-details/a1ad35b98a9136e5,8-1-0,Lok Yin,"5' 7""",135 lbs.,"72""",Orthodox,"Aug 04, 1996",3.72,39%,3.32,,5.30,40%,100%,0.0,"{""Height"": ""5' 7\"""", ""Weight"": ""135 lbs."", ""Reach"": ""72\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Aug 04, 1996"", ""SLpM"": ""3.72"", ""Str. Acc."": ""39%"", ""SApM"": ""3.32"", ""Str. Def"": ""60%"", ""TD Avg."": ""5.30"", ""TD Acc."": ""40%"", ""TD Def."": ""100%"", ""Sub. Avg."": ""0.0""}"
Waldo Cortes Acosta,http://ufcstats.com/fighter-details/fc08099550072fe4,17-3-0,Salsa Boy,"6' 4""",260 lbs.,"78""",Orthodox,"Oct 03, 1991",5.34,48%,3.63,,0.40,50%,73%,0.1,"{""Height"": ""6' 4\"""", ""Weight"": ""260 lbs."", ""Reach"": ""78\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Oct 03, 1991"", ""SLpM"": ""5.34"", ""Str. Acc."": ""48%"", ""SApM"": ""3.63"", ""Str. Def"": ""54%"", ""TD Avg."": ""0.40"", ""TD Acc."": ""50%"", ""TD Def."": ""73%"", ""Sub. Avg."": ""0.1""}"
Natalia Silva,http://ufcstats.com/fighter-details/262d32ebda89efc4,20-5-1,,"5' 4""",125 lbs.,"65""",Southpaw,"Feb 03, 1997",4.81,45%,2.36,,0.43,30%,90%,0.0,"{""Height"": ""5' 4\"""", ""Weight"": ""125 lbs."", ""Reach"": ""65\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""Feb 03, 1997"", ""SLpM"": ""4.81"", ""Str. Acc."": ""45%"", ""SApM"": ""2.36"", ""Str. Def"": ""66%"", ""TD Avg."": ""0.43"", ""TD Acc."": ""30%"", ""TD Def."": ""90%"", ""Sub. Avg."": ""0.0""}"
Jean Silva,http://ufcstats.com/fighter-details/52ef95b5860fb28c,17-3-0,Lord,"5' 7""",145 lbs.,"69""",Orthodox,"Dec 27, 1996",4.82,51%,4.50,,1.20,60%,78%,0.6,"{""Height"": ""5' 7\"""", ""Weight"": ""145 lbs."", ""Reach"": ""69\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Dec 27, 1996"", ""SLpM"": ""4.82"", ""Str. Acc."": ""51%"", ""SApM"": ""4.50"", ""Str. Def"": ""53%"", ""TD Avg."": ""1.20"", ""TD Acc."": ""60%"", ""TD Def."": ""78%"", ""Sub. Avg."": ""0.6""}"
Umar Nurmagomedov,http://ufcstats.com/fighter-details/2b6fc1c02736833d,20-1-0,,"5' 8""",135 lbs.,"69""",Orthodox,"Jan 03, 1996",3.86,56%,1.86,,4.03,46%,79%,0.2,"{""Height"": ""5' 8\"""", ""Weight"": ""135 lbs."", ""Reach"": ""69\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jan 03, 1996"", ""SLpM"": ""3.86"", ""Str. Acc."": ""56%"", ""SApM"": ""1.86"", ""Str. Def"": ""61%"", ""TD Avg."": ""4.03"", ""TD Acc."": ""46%"", ""TD Def."": ""79%"", ""Sub. Avg."": ""0.2""}"
Nikita Krylov,http://ufcstats.com/fighter-details/1091d4d957141094,31-11-0,The Miner,"6' 3""",205 lbs.,"77""",Orthodox,"Mar 07, 1992",4.36,54%,2.59,,2.05,37%,53%,1.2,"{""Height"": ""6' 3\"""", ""Weight"": ""205 lbs."", ""Reach"": ""77\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Mar 07, 1992"", ""SLpM"": ""4.36"", ""Str. Acc."": ""54%"", ""SApM"": ""2.59"", ""Str. Def"": ""47%"", ""TD Avg."": ""2.05"", ""TD Acc."": ""37%"", ""TD Def."": ""53%"", ""Sub. Avg."": ""1.2""}"
Ty Miller,http://ufcstats.com/fighter-details/0859524157a19045,7-0-0 (1 NC),Thriller,"6' 2""",170 lbs.,"77""",Orthodox,"Jun 04, 2000",7.16,38%,4.65,,0.00,0%,75%,0.0,"{""Height"": ""6' 2\"""", ""Weight"": ""170 lbs."", ""Reach"": ""77\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jun 04, 2000"", ""SLpM"": ""7.16"", ""Str. Acc."": ""38%"", ""SApM"": ""4.65"", ""Str. Def"": ""64%"", ""TD Avg."": ""0.00"", ""TD Acc."": ""0%"", ""TD Def."": ""75%"", ""Sub. Avg."": ""0.0""}"
Cezary Oleksiejczuk,http://ufcstats.com/fighter-details/084532da3d25f3b8,17-3-0,,"6' 3""",185 lbs.,"75""",Southpaw,"Jan 06, 2000",1.99,86%,0.77,,5.77,85%,100%,0.0,"{""Height"": ""6' 3\"""", ""Weight"": ""185 lbs."", ""Reach"": ""75\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""Jan 06, 2000"", ""SLpM"": ""1.99"", ""Str. Acc."": ""86%"", ""SApM"": ""0.77"", ""Str. Def"": ""47%"", ""TD Avg."": ""5.77"", ""TD Acc."": ""85%"", ""TD Def."": ""100%"", ""Sub. Avg."": ""0.0""}"
Kennedy Nzechukwu,http://ufcstats.com/fighter-details/8667caa0451d245b,14-6-1,Chosen,"6' 5""",236 lbs.,"83""",Southpaw,"Jun 13, 1992",4.96,46%,4.58,,0.50,45%,80%,0.2,"{""Height"": ""6' 5\"""", ""Weight"": ""236 lbs."", ""Reach"": ""83\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""Jun 13, 1992"", ""SLpM"": ""4.96"", ""Str. Acc."": ""46%"", ""SApM"": ""4.58"", ""Str. Def"": ""51%"", ""TD Avg."": ""0.50"", ""TD Acc."": ""45%"", ""TD Def."": ""80%"", ""Sub. Avg."": ""0.2""}"
Steven Asplund,http://ufcstats.com/fighter-details/e56cee1ad697db04,7-2-0,Concrete,"6' 5""",260 lbs.,"78""",Orthodox,"Jul 16, 1998",10.05,51%,6.64,,0.00,0%,100%,0.0,"{""Height"": ""6' 5\"""", ""Weight"": ""260 lbs."", ""Reach"": ""78\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jul 16, 1998"", ""SLpM"": ""10.05"", ""Str. Acc."": ""51%"", ""SApM"": ""6.64"", ""Str. Def"": ""50%"", ""TD Avg."": ""0.00"", ""TD Acc."": ""0%"", ""TD Def."": ""100%"", ""Sub. Avg."": ""0.0""}"
Guilherme Pat,http://ufcstats.com/fighter-details/ba15006c804a8de0,6-1-0,Kong,"6' 6""",265 lbs.,"81""",Orthodox,"Apr 20, 1994",2.70,61%,2.03,,0.00,0%,100%,0.0,"{""Height"": ""6' 6\"""", ""Weight"": ""265 lbs."", ""Reach"": ""81\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Apr 20, 1994"", ""SLpM"": ""2.70"", ""Str. Acc."": ""61%"", ""SApM"": ""2.03"", ""Str. Def"": ""51%"", ""TD Avg."": ""0.00"", ""TD Acc."": ""0%"", ""TD Def."": ""100%"", ""Sub. Avg."": ""0.0""}"
Jamey-Lyn Horth,http://ufcstats.com/fighter-details/5c637af9472ae7cc,9-3-0,,"5' 7""",125 lbs.,"66""",Orthodox,"Mar 30, 1990",3.80,47%,2.64,,0.98,42%,80%,0.2,"{""Height"": ""5' 7\"""", ""Weight"": ""125 lbs."", ""Reach"": ""66\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Mar 30, 1990"", ""SLpM"": ""3.80"", ""Str. Acc."": ""47%"", ""SApM"": ""2.64"", ""Str. Def"": ""63%"", ""TD Avg."": ""0.98"", ""TD Acc."": ""42%"", ""TD Def."": ""80%"", ""Sub. Avg."": ""0.2""}"
Petr Yan,http://ufcstats.com/fighter-details/d661ce4da776fc20,20-5-0,No Mercy,"5' 7""",135 lbs.,"67""",Switch,"Feb 11, 1993",5.16,54%,4.24,,1.70,49%,86%,0.1,"{""Height"": ""5' 7\"""", ""Weight"": ""135 lbs."", ""Reach"": ""67\"""", ""STANCE"": ""Switch"", ""DOB"": ""Feb 11, 1993"", ""SLpM"": ""5.16"", ""Str. Acc."": ""54%"", ""SApM"": ""4.24"", ""Str. Def"": ""59%"", ""TD Avg."": ""1.70"", ""TD Acc."": ""49%"", ""TD Def."": ""86%"", ""Sub. Avg."": ""0.1""}"
Tatsuro Taira,http://ufcstats.com/fighter-details/4461d7e47375a895,18-2-0,The Best,"5' 7""",125 lbs.,"70""",Orthodox,"Jan 27, 2000",2.87,54%,3.10,,3.57,43%,46%,1.3,"{""Height"": ""5' 7\"""", ""Weight"": ""125 lbs."", ""Reach"": ""70\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jan 27, 2000"", ""SLpM"": ""2.87"", ""Str. Acc."": ""54%"", ""SApM"": ""3.10"", ""Str. Def"": ""44%"", ""TD Avg."": ""3.57"", ""TD Acc."": ""43%"", ""TD Def."": ""46%"", ""Sub. Avg."": ""1.3""}"
Payton Talbott,http://ufcstats.com/fighter-details/6e743a33d56bdaa4,11-1-0,,"5' 10""",135 lbs.,"70""",Switch,"Sep 09, 1998",6.62,56%,3.41,,0.78,44%,77%,0.2,"{""Height"": ""5' 10\"""", ""Weight"": ""135 lbs."", ""Reach"": ""70\"""", ""STANCE"": ""Switch"", ""DOB"": ""Sep 09, 1998"", ""SLpM"": ""6.62"", ""Str. Acc."": ""56%"", ""SApM"": ""3.41"", ""Str. Def"": ""46%"", ""TD Avg."": ""0.78"", ""TD Acc."": ""44%"", ""TD Def."": ""77%"", ""Sub. Avg."": ""0.2""}"
Jan Blachowicz,http://ufcstats.com/fighter-details/99df7d0a2a08a8a8,29-11-2,,"6' 2""",205 lbs.,"78""",Orthodox,"Feb 24, 1983",3.55,50%,3.14,,0.98,48%,69%,0.4,"{""Height"": ""6' 2\"""", ""Weight"": ""205 lbs."", ""Reach"": ""78\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Feb 24, 1983"", ""SLpM"": ""3.55"", ""Str. Acc."": ""50%"", ""SApM"": ""3.14"", ""Str. Def"": ""52%"", ""TD Avg."": ""0.98"", ""TD Acc."": ""48%"", ""TD Def."": ""69%"", ""Sub. Avg."": ""0.4""}"
Manuel Torres,http://ufcstats.com/fighter-details/2e7878927067fdca,17-4-0,El Loco,"5' 10""",155 lbs.,"73""",Switch,"Mar 25, 1995",6.57,56%,4.24,,1.32,66%,76%,0.7,"{""Height"": ""5' 10\"""", ""Weight"": ""155 lbs."", ""Reach"": ""73\"""", ""STANCE"": ""Switch"", ""DOB"": ""Mar 25, 1995"", ""SLpM"": ""6.57"", ""Str. Acc."": ""56%"", ""SApM"": ""4.24"", ""Str. Def"": ""50%"", ""TD Avg."": ""1.32"", ""TD Acc."": ""66%"", ""TD Def."": ""76%"", ""Sub. Avg."": ""0.7""}"
Chris Duncan,http://ufcstats.com/fighter-details/fd406a32a6fb3a29,15-3-0,The Problem,"5' 10""",155 lbs.,"71""",Orthodox,"May 10, 1993",4.83,45%,4.57,,2.92,40%,55%,0.6,"{""Height"": ""5' 10\"""", ""Weight"": ""155 lbs."", ""Reach"": ""71\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""May 10, 1993"", ""SLpM"": ""4.83"", ""Str. Acc."": ""45%"", ""SApM"": ""4.57"", ""Str. Def"": ""50%"", ""TD Avg."": ""2.92"", ""TD Acc."": ""40%"", ""TD Def."": ""55%"", ""Sub. Avg."": ""0.6""}"
Maycee Barber,http://ufcstats.com/fighter-details/6a740daf1b279661,15-3-0,The Future,"5' 5""",125 lbs.,"65""",Switch,"May 18, 1998",4.56,53%,2.78,,1.56,45%,51%,0.1,"{""Height"": ""5' 5\"""", ""Weight"": ""125 lbs."", ""Reach"": ""65\"""", ""STANCE"": ""Switch"", ""DOB"": ""May 18, 1998"", ""SLpM"": ""4.56"", ""Str. Acc."": ""53%"", ""SApM"": ""2.78"", ""Str. Def"": ""55%"", ""TD Avg."": ""1.56"", ""TD Acc."": ""45%"", ""TD Def."": ""51%"", ""Sub. Avg."": ""0.1""}"
Fares Ziam,http://ufcstats.com/fighter-details/1e4f273069fb9e85,18-5-0,The Smile Killer,"6' 1""",155 lbs.,"75""",Orthodox,"Mar 21, 1997",2.68,52%,1.58,,1.86,42%,70%,0.5,"{""Height"": ""6' 1\"""", ""Weight"": ""155 lbs."", ""Reach"": ""75\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Mar 21, 1997"", ""SLpM"": ""2.68"", ""Str. Acc."": ""52%"", ""SApM"": ""1.58"", ""Str. Def"": ""63%"", ""TD Avg."": ""1.86"", ""TD Acc."": ""42%"", ""TD Def."": ""70%"", ""Sub. Avg."": ""0.5""}"
Brunno Ferreira,http://ufcstats.com/fighter-details/1e719d4b676dc19a,15-4-0,The Hulk,"5' 10""",185 lbs.,"72""",Orthodox,"Nov 04, 1992",3.27,49%,3.75,,1.00,22%,50%,0.6,"{""Height"": ""5' 10\"""", ""Weight"": ""185 lbs."", ""Reach"": ""72\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Nov 04, 1992"", ""SLpM"": ""3.27"", ""Str. Acc."": ""49%"", ""SApM"": ""3.75"", ""Str. Def"": ""51%"", ""TD Avg."": ""1.00"", ""TD Acc."": ""22%"", ""TD Def."": ""50%"", ""Sub. Avg."": ""0.6""}"
Jalin Turner,http://ufcstats.com/fighter-details/4d8fa64202cee4c1,15-9-0,The Tarantula,"6' 3""",155 lbs.,"77""",Southpaw,"May 18, 1995",5.79,48%,4.54,,0.75,55%,75%,1.1,"{""Height"": ""6' 3\"""", ""Weight"": ""155 lbs."", ""Reach"": ""77\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""May 18, 1995"", ""SLpM"": ""5.79"", ""Str. Acc."": ""48%"", ""SApM"": ""4.54"", ""Str. Def"": ""41%"", ""TD Avg."": ""0.75"", ""TD Acc."": ""55%"", ""TD Def."": ""75%"", ""Sub. Avg."": ""1.1""}"
Mansur Abdul-Malik,http://ufcstats.com/fighter-details/841695e02c99a521,9-1-1,,"6' 2""",185 lbs.,"80""",Orthodox,"Oct 07, 1997",3.28,44%,4.49,,1.65,41%,83%,0.3,"{""Height"": ""6' 2\"""", ""Weight"": ""185 lbs."", ""Reach"": ""80\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Oct 07, 1997"", ""SLpM"": ""3.28"", ""Str. Acc."": ""44%"", ""SApM"": ""4.49"", ""Str. Def"": ""46%"", ""TD Avg."": ""1.65"", ""TD Acc."": ""41%"", ""TD Def."": ""83%"", ""Sub. Avg."": ""0.3""}"
Mairon Santos,http://ufcstats.com/fighter-details/480779d7f9a424d3,18-1-0,The Legend,"5' 7""",145 lbs.,"72""",Orthodox,"Jun 10, 2000",3.33,48%,2.24,,0.00,0%,69%,0.0,"{""Height"": ""5' 7\"""", ""Weight"": ""145 lbs."", ""Reach"": ""72\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jun 10, 2000"", ""SLpM"": ""3.33"", ""Str. Acc."": ""48%"", ""SApM"": ""2.24"", ""Str. Def"": ""65%"", ""TD Avg."": ""0.00"", ""TD Acc."": ""0%"", ""TD Def."": ""69%"", ""Sub. Avg."": ""0.0""}"
Arman Tsarukyan,http://ufcstats.com/fighter-details/eae48ff31db420c2,23-3-0,Ahalkalakets,"5' 7""",155 lbs.,"72""",Orthodox,"Oct 11, 1996",3.85,50%,1.80,,3.26,37%,75%,0.1,"{""Height"": ""5' 7\"""", ""Weight"": ""155 lbs."", ""Reach"": ""72\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Oct 11, 1996"", ""SLpM"": ""3.85"", ""Str. Acc."": ""50%"", ""SApM"": ""1.80"", ""Str. Def"": ""54%"", ""TD Avg."": ""3.26"", ""TD Acc."": ""37%"", ""TD Def."": ""75%"", ""Sub. Avg."": ""0.1""}"
Ian Machado Garry,http://ufcstats.com/fighter-details/442c9011034ae1fd,17-1-0,The Future,"6' 3""",170 lbs.,"74""",Orthodox,"Nov 17, 1997",4.78,54%,2.86,,0.92,31%,80%,0.4,"{""Height"": ""6' 3\"""", ""Weight"": ""170 lbs."", ""Reach"": ""74\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Nov 17, 1997"", ""SLpM"": ""4.78"", ""Str. Acc."": ""54%"", ""SApM"": ""2.86"", ""Str. Def"": ""52%"", ""TD Avg."": ""0.92"", ""TD Acc."": ""31%"", ""TD Def."": ""80%"", ""Sub. Avg."": ""0.4""}"
Volkan Oezdemir,http://ufcstats.com/fighter-details/0845c81e37d3bcb3,21-8-0,No Time,"6' 2""",205 lbs.,"75""",Orthodox,"Sep 19, 1989",4.99,48%,4.19,,0.50,29%,80%,0.1,"{""Height"": ""6' 2\"""", ""Weight"": ""205 lbs."", ""Reach"": ""75\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Sep 19, 1989"", ""SLpM"": ""4.99"", ""Str. Acc."": ""48%"", ""SApM"": ""4.19"", ""Str. Def"": ""55%"", ""TD Avg."": ""0.50"", ""TD Acc."": ""29%"", ""TD Def."": ""80%"", ""Sub. Avg."": ""0.1""}"
Nicolas Dalby,http://ufcstats.com/fighter-details/9d19d9e4aa2662e8,24-6-1 (2 NC),Lokomotivo,"5' 11""",170 lbs.,"74""",Orthodox,"Nov 16, 1984",3.88,43%,3.51,,0.90,26%,59%,0.1,"{""Height"": ""5' 11\"""", ""Weight"": ""170 lbs."", ""Reach"": ""74\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Nov 16, 1984"", ""SLpM"": ""3.88"", ""Str. Acc."": ""43%"", ""SApM"": ""3.51"", ""Str. Def"": ""52%"", ""TD Avg."": ""0.90"", ""TD Acc."": ""26%"", ""TD Def."": ""59%"", ""Sub. Avg."": ""0.1""}"
Aleksandre Topuria,http://ufcstats.com/fighter-details/4a6dff1b260bcf61,7-1-0,El Conquistador,"5' 7""",135 lbs.,"68""",Orthodox,"Jan 28, 1996",2.93,55%,2.57,,1.50,33%,100%,0.0,"{""Height"": ""5' 7\"""", ""Weight"": ""135 lbs."", ""Reach"": ""68\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jan 28, 1996"", ""SLpM"": ""2.93"", ""Str. Acc."": ""55%"", ""SApM"": ""2.57"", ""Str. Def"": ""68%"", ""TD Avg."": ""1.50"", ""TD Acc."": ""33%"", ""TD Def."": ""100%"", ""Sub. Avg."": ""0.0""}"
Ismail Naurdiev,http://ufcstats.com/fighter-details/6a96ad1bc34fb113,25-8-0,,"5' 10""",185 lbs.,"74""",Orthodox,"Aug 18, 1996",3.66,52%,1.75,,1.48,40%,73%,0.2,"{""Height"": ""5' 10\"""", ""Weight"": ""185 lbs."", ""Reach"": ""74\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Aug 18, 1996"", ""SLpM"": ""3.66"", ""Str. Acc."": ""52%"", ""SApM"": ""1.75"", ""Str. Def"": ""64%"", ""TD Avg."": ""1.48"", ""TD Acc."": ""40%"", ""TD Def."": ""73%"", ""Sub. Avg."": ""0.2""}"
Nurullo Aliev,http://ufcstats.com/fighter-details/ca28cdf526d6b6e9,11-0-0,Tajik Eagle,"5' 10""",155 lbs.,"72""",Orthodox,"Dec 08, 2000",2.72,44%,1.63,,2.12,43%,80%,0.3,"{""Height"": ""5' 10\"""", ""Weight"": ""155 lbs."", ""Reach"": ""72\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Dec 08, 2000"", ""SLpM"": ""2.72"", ""Str. Acc."": ""44%"", ""SApM"": ""1.63"", ""Str. Def"": ""58%"", ""TD Avg."": ""2.12"", ""TD Acc."": ""43%"", ""TD Def."": ""80%"", ""Sub. Avg."": ""0.3""}"
Denzel Freeman,http://ufcstats.com/fighter-details/b5c19c34f12c917e,7-2-0,Luke Fox,"6' 1""",265 lbs.,"77""",Southpaw,"Nov 10, 1991",2.45,56%,3.40,,0.00,0%,50%,0.0,"{""Height"": ""6' 1\"""", ""Weight"": ""265 lbs."", ""Reach"": ""77\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""Nov 10, 1991"", ""SLpM"": ""2.45"", ""Str. Acc."": ""56%"", ""SApM"": ""3.40"", ""Str. Def"": ""50%"", ""TD Avg."": ""0.00"", ""TD Acc."": ""0%"", ""TD Def."": ""50%"", ""Sub. Avg."": ""0.0""}"
Islam Makhachev,http://ufcstats.com/fighter-details/275aca31f61ba28c,28-1-0,,"5' 10""",170 lbs.,"70""",Southpaw,"Oct 27, 1991",2.45,58%,1.45,,3.10,56%,91%,1.0,"{""Height"": ""5' 10\"""", ""Weight"": ""170 lbs."", ""Reach"": ""70\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""Oct 27, 1991"", ""SLpM"": ""2.45"", ""Str. Acc."": ""58%"", ""SApM"": ""1.45"", ""Str. Def"": ""61%"", ""TD Avg."": ""3.10"", ""TD Acc."": ""56%"", ""TD Def."": ""91%"", ""Sub. Avg."": ""1.0""}"
Valentina Shevchenko,http://ufcstats.com/fighter-details/132deb59abae64b1,26-4-1,Bullet,"5' 5""",125 lbs.,"66""",Southpaw,"Mar 07, 1988",3.04,52%,2.00,,2.65,61%,76%,0.3,"{""Height"": ""5' 5\"""", ""Weight"": ""125 lbs."", ""Reach"": ""66\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""Mar 07, 1988"", ""SLpM"": ""3.04"", ""Str. Acc."": ""52%"", ""SApM"": ""2.00"", ""Str. Def"": ""63%"", ""TD Avg."": ""2.65"", ""TD Acc."": ""61%"", ""TD Def."": ""76%"", ""Sub. Avg."": ""0.3""}"
Michael Morales,http://ufcstats.com/fighter-details/c32aeb1a59e6272d,19-0-0,,"6' 0""",170 lbs.,"79""",Orthodox,"Jun 24, 1999",5.68,49%,3.26,,1.04,41%,89%,0.0,"{""Height"": ""6' 0\"""", ""Weight"": ""170 lbs."", ""Reach"": ""79\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""Jun 24, 1999"", ""SLpM"": ""5.68"", ""Str. Acc."": ""49%"", ""SApM"": ""3.26"", ""Str. Def"": ""53%"", ""TD Avg."": ""1.04"", ""TD Acc."": ""41%"", ""TD Def."": ""89%"", ""Sub. Avg."": ""0.0""}"
Erin Blanchfield,http://ufcstats.com/fighter-details/669970f7feba8ecd,14-2-0,Cold Blooded,"5' 4""",125 lbs.,"66""",Orthodox,"May 04, 1999",5.24,44%,4.25,,1.96,34%,78%,0.9,"{""Height"": ""5' 4\"""", ""Weight"": ""125 lbs."", ""Reach"": ""66\"""", ""STANCE"": ""Orthodox"", ""DOB"": ""May 04, 1999"", ""SLpM"": ""5.24"", ""Str. Acc."": ""44%"", ""SApM"": ""4.25"", ""Str. Def"": ""58%"", ""TD Avg."": ""1.96"", ""TD Acc."": ""34%"", ""TD Def."": ""78%"", ""Sub. Avg."": ""0.9""}"
Kyle Daukaus,http://ufcstats.com/fighter-details/d6c0cdd7e467c440,17-5-0 (1 NC),,"6' 2""",185 lbs.,"76""",Southpaw,"Feb 27, 1993",3.16,53%,2.94,,1.97,25%,79%,2.0,"{""Height"": ""6' 2\"""", ""Weight"": ""185 lbs."", ""Reach"": ""76\"""", ""STANCE"": ""Southpaw"", ""DOB"": ""Feb 27, 1993"", ""SLpM"": ""3.16"", ""Str. Acc."": ""53%"", ""SApM"": ""2.94"", ""Str. Def"": ""42%"", ""TD Avg."": ""1.97"", ""TD Acc."": ""25%"", ""TD Def."": ""79%"", ""Sub. Avg."": ""2.0""}"
